dim,cohens_d,abs_d,stream
514,-0.08932637423276901,0.08932637423276901,gravity
515,-0.018993118777871132,0.018993118777871132,gravity
516,0.06422658264636993,0.06422658264636993,gravity
517,0.15300345420837402,0.15300345420837402,gravity
518,0.2336290180683136,0.2336290180683136,gravity
519,0.28709641098976135,0.28709641098976135,gravity
520,0.3008248805999756,0.3008248805999756,gravity
521,0.2728531062602997,0.2728531062602997,gravity
522,0.21124489605426788,0.21124489605426788,gravity
523,0.12783671915531158,0.12783671915531158,gravity
524,0.034583110362291336,0.034583110362291336,gravity
525,-0.055896297097206116,0.055896297097206116,gravity
526,-0.12881813943386078,0.12881813943386078,gravity
527,-0.1786758005619049,0.1786758005619049,gravity
528,-0.3202080726623535,0.3202080726623535,gravity
529,-0.24276767671108246,0.24276767671108246,gravity
530,-0.1352921724319458,0.1352921724319458,gravity
531,-0.023607615381479263,0.023607615381479263,gravity
532,0.07806233316659927,0.07806233316659927,gravity
533,0.1603853851556778,0.1603853851556778,gravity
534,0.2176334112882614,0.2176334112882614,gravity
535,0.2478903979063034,0.2478903979063034,gravity
536,0.2539287209510803,0.2539287209510803,gravity
537,0.24294909834861755,0.24294909834861755,gravity
538,0.225202277302742,0.225202277302742,gravity
539,0.2123088389635086,0.2123088389635086,gravity
540,0.21200929582118988,0.21200929582118988,gravity
541,0.22947680950164795,0.22947680950164795,gravity
542,0.2673127353191376,0.2673127353191376,gravity
543,0.325032502412796,0.325032502412796,gravity
544,0.3982263505458832,0.3982263505458832,gravity
545,0.47783124446868896,0.47783124446868896,gravity
546,0.5504449605941772,0.5504449605941772,gravity
547,0.6009405255317688,0.6009405255317688,gravity
548,0.6166887879371643,0.6166887879371643,gravity
549,0.5937040448188782,0.5937040448188782,gravity
550,0.5375674366950989,0.5375674366950989,gravity
551,0.4567221701145172,0.4567221701145172,gravity
552,0.35906800627708435,0.35906800627708435,gravity
553,0.25037330389022827,0.25037330389022827,gravity
554,0.13472656905651093,0.13472656905651093,gravity
555,0.016129393130540848,0.016129393130540848,gravity
556,-0.09953783452510834,0.09953783452510834,gravity
557,-0.20348769426345825,0.20348769426345825,gravity
558,-0.28487715125083923,0.28487715125083923,gravity
559,-0.33777353167533875,0.33777353167533875,gravity
