dim,icc,SEM,MDC,stream
455,-0.2429899,0.0051522977,0.014281440520125711,gravity
456,-0.26625174,0.005214816,0.014454732371741854,gravity
457,-0.28875664,0.0052649775,0.01459377295471289,gravity
458,-0.31036907,0.005301471,0.014694927524823242,gravity
459,-0.33093074,0.0053247917,0.014759569437131635,gravity
460,-0.35028133,0.00533716,0.014793852974457632,gravity
461,-0.36829248,0.005339394,0.014800044688947026,gravity
462,-0.38483974,0.005332437,0.014780760925246474,gravity
463,-0.3997997,0.00531733,0.014738886503427641,gravity
464,-0.41304985,0.0052951653,0.014677449516505358,gravity
465,-0.42446712,0.0052670664,0.014599563246811999,gravity
466,-0.4339279,0.005234153,0.014508331941449295,gravity
467,-0.44130585,0.0051975064,0.014406752715498416,gravity
468,-0.44646633,0.00515674,0.014293754248753775,gravity
469,-0.4492772,0.005112796,0.014171947722873085,gravity
470,-0.44961908,0.0050678533,0.014047372544171936,gravity
471,-0.4473664,0.0050225398,0.01392176993067121,gravity
472,-0.4423977,0.0049773226,0.013796434501848264,gravity
473,-0.43459892,0.0049325037,0.013672202661911796,gravity
474,-0.42387033,0.0048882198,0.013549453890549084,gravity
475,-0.41013762,0.0048444597,0.013428157209826475,gravity
476,-0.3933639,0.0048010894,0.013307940884540102,gravity
477,-0.37356883,0.0047578993,0.013188224078433923,gravity
478,-0.35084885,0.0047132852,0.013064560167281138,gravity
479,-0.3254139,0.004667076,0.01293647415609903,gravity
480,-0.29760313,0.004620603,0.012807657581981546,gravity
481,-0.2679127,0.004574057,0.012678639651295301,gravity
482,-0.23701967,0.004527946,0.012550825987779915,gravity
483,-0.20579174,0.0044831703,0.012426714187336362,gravity
484,-0.17527261,0.0044410685,0.012310013857519888,gravity
485,-0.14664091,0.0044033765,0.012205536904024983,gravity
